Name,Description,Logo_url
Upwork,Upwork connects businesses with independent professionals and agencies around the globe.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Upwork-d515c357-528c-47d0-8826-a6b8d430fb53.png
Cinema 4D,"Cinema 4D is a 3D modeling, animation, and rendering software used in motion graphics, visual effects, and game development.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Cinema 4D-5c0987ed-abbd-4d45-b0f0-e1b9522de58a.jpg
React,React is used for building interactive user interfaces and web applications quickly and efficiently with significantly less code than you would with vanilla JavaScript.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/React-d2ab9965-c1c5-483d-8607-53c124be7dd1.png
apify,"Automate anything you can do manually in a browser. Apify is your one-stop shop for web scraping, data extraction, and RPA.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597885414x394458446051179970/apify.png
Buy Me A Coffee,Buy me a coffee is a service for online content creators that they may use to receive tips and donations to support their work.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Buy Me A Coffee-df187a99-1dc1-4908-bebd-8a8e668c25bd.png
Duda,Duda is a website builder platform that enables users to create responsive and customizable websites without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Duda-917beb39-f3c9-4d34-b5e1-6fe7c04431a0.jpg
API Connector for Sheets,"API Connector is a powerful, easy-to-use extension that pulls data from any API",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/API Connector for Sheets-eac67f24-e8e5-41d6-b428-6c997d9ae9dd.png
Grav,Grav is a flat-file content management system (CMS) that uses plain text files instead of a database for storing website content.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Grav-aa02aea6-4c91-4978-ac3d-277f19956252.png
Stripo,Meet Stripo — an intuitive and simple yet flexible email template creator. Speed up production.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Stripo-d67736bc-d221-4ef7-bdce-174b0efae9ea.jpg
Spyder,Spyder is an open-source integrated development environment (IDE) specifically designed for scientific programming in Python.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Spyder-668af5d0-8b02-4ab1-9dee-441025a985e7.png
Lunacy,Free design software that keeps your flow with AI tools and built-in graphics,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Lunacy-371dbb08-b1df-42d7-82de-9ebc3e573bc8.png
TailWind CSS,Tailwind CSS makes it quicker to write and maintain the code of your application.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/TailWind CSS-e9abb423-7165-4a40-9610-afc520a18728.png
Oxygen,Oxygen is a complete site builder - not just a page builder.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Oxygen-77a65b67-2524-429c-8326-4f5f0c14b27d.png
AWS,"AWS is designed to allow application providers, ISVs, and vendors to quickly and securely host your applications",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/AWS-86d3f899-7394-4ae1-981a-6509e5f70c31.png
Visio,Visio is a diagramming and vector graphics application and is part of the Microsoft Office family,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Visio-6c957962-2aa6-435b-846f-848878d8fa52.png
Weld,Weld is the all-in-one data solution for modern teams. Centralize your customer data in your data Warehouse and activate it in your SaaS tools.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Weld-b2c61d1a-1937-4420-bf66-86a35d900f1d.png
Silferbots,Freshchat makes it faster and easier for businesses to offer chat support across all modern messaging channels.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598343163x391370147662877060/Silferbots%20.png
Airconnex,We have everything connected from Airtable to WordPress ready to build content with a mix of special Airconnex Blocks,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598316072x115653322331216380/airconnex.jpeg
MemberSpace,Simply lock access to any page of your website then choose what people pay to get in.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/MemberSpace-b296fbe2-8a4d-4044-aa3f-3d3e8fabe7a8.png
jQuery,"jQuery is a fast and lightweight JavaScript library that simplifies HTML document traversal, event handling, and animation.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/jQuery-d75f0015-3342-4e7f-a468-d5d8242cc417.png
Jango,Jango is a cloud-based music streaming platform that offers personalized radio stations and on-demand music listening.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Jango-ee694dbd-8120-4ed7-bbfa-40aaf4b7de69.png
Microsoft Teams,Microsoft Teams is the ultimate messaging app for your organization—a workspace for real-time collaboration and communication.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Microsoft Teams-c60d2fe5-baf8-4d81-93a9-905e433f5f0a.png
Discord,"Discord is a communication platform primarily designed for gamers, providing voice, video, and text chat channels for communities.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Discord-85c3fc89-a1dc-4d82-9e53-caaa72bcc3e1.png
Adobe After Effects,"Adobe After Effects is a 2.5D animation software used for animation, visual effects, and motion picture compositing.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Adobe After Effects-acc12acb-6678-4c09-859a-b25a16c30e1c.png
Noco,Unknown platform. No information available.,
Hexomatic,Unknown platform. No information available.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Hexomatic-4419053a-b90c-4982-bf86-125a7233c467.png
Adobe Photoshop,"Photoshop is your go-to application for working with pixel-based images designed for print, web, and mobile apps.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Adobe Photoshop-1f61ebb6-0fef-4777-be1b-b3aabd3ca2d5.png
Internationalisation,"Internationalization, often abbreviated as i18n, refers to the process of designing and adapting software applications to support multiple languages and cultural preferences.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Internationalisation-76a2aaaf-0317-434e-b0a2-733a7daabdf3.jpg
Motion design,"Essentially, motion design is a discipline that applies graphic design principles to filmmaking and video production through use of animation and visual effects.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Motion design-2dc93172-8adb-49da-96be-f592dfdb674b.png
EDMdesigner,Email editor for all. Flexible drag-and-drop responsive editor.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/EDMdesigner-9841ff17-55f3-43ec-91a5-f8b07f4a821b.png
Big Query,BigQuery is a web service provided by Google Cloud for analyzing and querying large datasets using SQL-like syntax.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Big Query-d9afde35-8298-41cb-bc01-1c976dd96ec3.png
CorelDraw,"CorelDRAW is a vector graphics editor used for creating illustrations, layouts, logos, and other graphic design elements.",
ProcessWire,ProcessWire is a free content management system (CMS) and framework (CMF) built to save you time and work the way you do.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/ProcessWire-840ff490-f27c-42ef-ae17-1877edb46d41.png
Appstylo,Free app builder to create apps without coding efforts.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Appstylo-0c542475-01f7-46b0-813c-59daaee67f91.png
Unbounce,"Unbounce landing pages have helped businesses turn billions of visitors into leads, sales, and signups.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Unbounce-888eb826-d602-494b-bae5-d7ace8b29714.png
Webmerge,Eliminate paperwork and transform data into beautifully designed,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Webmerge-49dabd25-e341-4be0-a011-74202068f85f.png
AwesomeTable,Import data in your spreadsheets by connecting to data sources of choice,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597854715x145175106665446750/AwesomeTable%20.png
Component-based Front-end,Component-based front-end development is an approach where user interfaces are built by combining reusable and independent components.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Component-based Front-end-0b03914a-04b6-4ed7-a276-0bb5cbd1e248.png
Joomla,Joomla! is the mobile-ready and user-friendly way to build your website.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Joomla-92c54435-c010-4691-b736-3367bd6dddbb.jpg
gravity,"Connect anything - 110+ connectors and growing - APIs, Databases, Files, and more.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597808723x224449490969229600/gravity.png
Abstra,"Our connectors instantly plug into what your team already uses, and supercharge the integrations between tools, databases and spreadsheets.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Abstra-ea3b9a5a-53c8-47f8-87dd-72c293316b66.png
Mailparser,"Integrates directly with any major email provider, tell Mailparser what data to extract and where to send it.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Mailparser-c2d810c4-676e-476b-88bc-28e07e29de6c.png
Weblium,Weblium is a website builder that offers pre-designed templates and drag-and-drop functionality for creating websites without coding.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Weblium-7f89bf63-3334-4259-b06e-183f2d5af3f9.png
AutomatorWP,AutomatorWP is a free plugin that connects your WordPress plugins and puts them to work together.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/AutomatorWP-b30eb3b3-ff21-41a9-9963-b87234efa3bc.png
Firestore,"Firestore is a flexible, scalable, and serverless NoSQL document database provided by Google Cloud Platform.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Firestore-cf2e78c5-beb0-4d9c-b42b-b66a69f9961b.png
wayscript,"Quickly deploy scripts, scheduled tasks, ETL jobs, web servers and more.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597789675x182947302542521660/wayscript.jpeg
Mustache,Mustache is a logic-less templating language used for rendering views in web applications and generating dynamic content.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Mustache-dcf92d52-e683-434d-bb06-11a098f4dec7.png
My Salesforce,My Salesforce refers to a personalized and customized instance of the Salesforce CRM platform for individual users or organizations.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/My Salesforce-3d11fd87-e516-494e-9345-19ff9106ca76.png
Pory.io,"Build apps visually, powered by your data. Complete projects 10x faster and at a fraction of the cost.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Pory.io-93cf2413-f567-46ae-8d0e-61334ecd4bd0.png
Chatfuel,"Chatfuel is the leading no-code chatbot platform trusted by 7m+ businesses. Acquire new customers, increase sales, and automate support.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Chatfuel-7226cc03-f634-4180-ae0d-e4d855718827.png
Bitrix24,"CRM, Team Collaboration, Project Management, Contact Center, Sites — All On One Platform.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bitrix24-85cb7d8d-295d-4f7a-88f5-6cb9e2e257ed.png
Core-js,core-js is a JavaScript library that provides polyfills for new and upcoming features of the ECMAScript (JavaScript) standard.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Core-js-8be77a7d-4d47-4f09-87f8-78a4e2b93702.png
Launchaco,Create Your Website for Free. No Sign Up to Create Websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Launchaco-862d61c4-e008-45da-a21a-129db40a7e07.png
Trello,Trello is a collaboration tool that organizes your projects into boards.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Trello-c4ca96e2-731e-47bd-a1b2-4c3ebbf5a99c.png
LearnWorlds,"LearnWorlds is an online learning platform that allows users to create, sell, and deliver online courses and training programs.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/LearnWorlds-8c4cb9bb-a51b-42f5-9f34-3efe3a53d1f6.jpg
Jestor,"Do it yourself. No code required to build scalable apps, automations and workflows for your entire company.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Jestor-d80c5488-2860-468c-b7e1-63c524a6faca.png
Microfocus ALM,ALM/Quality Center serves as the single pane of glass for software quality management.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598191863x100074346450982560/Microfocus%20ALM%20.png
JUnit,JUnit is a unit testing framework for Java that provides a simple and flexible way to write and run automated tests.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/JUnit-e4c8ca39-7965-44d1-b7db-f652573fe06e.png
Directual,Directual is a full-stack no-code platform that gives you the scalability and flexibility to launch your app’s MVP and go beyond!,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Directual-ae451cb3-7516-48d6-80cb-d3ae458522fe.png
Kartra,"All the tools you need to build your online business. Easily create, market & launch products or services online with our all-in-one platform.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Kartra-7bdfa4e1-a2a7-43cc-9233-c974f8efc030.png
JotForm,"Whether you're selling a product, accepting a fee, or collecting a donation, Jotform allows you to get paid directly through your form.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/JotForm-1bcccfb1-e800-460d-80e5-7072365d5ca8.png
Google Calendar,"With Google Calendar, you can quickly schedule meetings and events and get reminders about upcoming activities.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Calendar-7c95fbe5-17d0-4176-a976-47b7848b002d.png
socket.io,socket.io is a JavaScript library that enables real-time bidirectional communication between clients and servers using websockets.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/socket.io-2888cb21-4de7-4ec6-8cb9-8602c23ef151.png
Microsoft Flow,"Easily create automated workflows with Microsoft Power Automate, previously Microsoft Flow, to improve productivity with business process automation.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683598166609x804115534901174800/Microsoft%20Flow%20.png
Getresponse,"Powerful, simplified tool to send emails, create pages, and automate your marketing.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597748609x526794576585830200/Getresponse.png
Pluralsight,"Pluralsight is an online learning platform that offers video courses and tutorials on various topics, including software development, IT, and creative skills.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Pluralsight-608be3d6-5411-487f-823b-e63f553bebd9.jpg
Designware,Designware lets you publish pixel-perfect apps and websites — without code or training.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Designware-bb08fd69-3a63-409f-988c-73ba4af6f302.png
Outseta,"Payments, authentication, CRM, email—it's all here. Outseta gives founders the tools to monetize their products in minutes.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Outseta-2e6afc9d-6d42-42b7-8e59-b163c2f1a202.png
Paypal,"PayPal is the faster, safer way to send and receive money or make an online payment.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Paypal-4e11aa98-acbe-4cc6-958a-d93be3d82db2.jpg
Google Forms,"Google Forms is a free online tool from Google which allows users to create forms, surveys, and quizzes.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Forms-10ff34a2-9fa8-4dcf-9193-5759a6b1c41a.jpg
BEE,"BEE Pro is a quick, collaborative, friendly design suite to create emails and landing pages to be used anywhere.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597728393x580651682464358700/BEE%20.png
Apache,"Apache refers to the Apache Software Foundation, which develops and maintains various open-source software projects, including the Apache HTTP Server and Apache Tomcat.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Apache-e79a5f1c-349a-4197-9312-86696c90c817.png
Google Tag Manager,Google Tag Manager is a tag management system that simplifies the process of adding and managing tracking tags on websites without modifying code.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Tag Manager-eb20a9a8-0452-46be-ac6a-9612bd07d104.png
Swift,"Swift is a programming language developed by Apple for iOS, macOS, watchOS, and tvOS app development.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Swift-25c44a2e-6e68-4482-a87d-52128c3742d6.jpg
Drupal,Drupal is an open-source content management system (CMS) that provides a flexible platform for building websites and web applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Drupal-4361ca31-e1c6-47b5-ba5a-f40549223637.png
BDK,BDK is a platform or framework that is not recognized or known in the current context. No further information is available.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/BDK-30883b68-b62c-44b3-94be-76ffe1a12ecc.png
GitHub,GitHub is a code hosting platform for version control and collaboration. It lets you and others work together on projects from anywhere.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/GitHub-cc6b6cc6-7702-499a-a561-9a7f33cea904.png
Acuity,Acuity is an appointment scheduling software that helps businesses and professionals manage their appointments and bookings.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Acuity-24e6ecce-c061-44a2-b76b-4f0a5284626e.png
Ruby on Rails,Rails is a full-stack framework. It ships with all the tools needed to build amazing web apps on both the front and back end.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Ruby on Rails-5bc63ff7-dcdf-4819-9d91-7a639451623d.jpg
Bootstrap,"Bootstrap is a free, open-source front-end development framework for the creation of websites and web apps.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bootstrap-8e20bae2-6b76-44b2-8058-668c1386e4c7.png
BuildBox,Buildbox is the world's first software that truly allows anyone to create amazing games regardless of technical skill.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/BuildBox-9b377ef6-fdce-4854-b29f-71213b126127.jpg
Amaz,Free shipping on millions of items. Get the best of Shopping and Entertainment.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597698247x279020701912492830/Amaz%20.jpeg
OpenAI,OpenAI is an AI research and deployment company. Our mission is to ensure that artificial general intelligence benefits all of humanity.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/OpenAI-04725c34-d5ce-4fba-85d7-6e8f7306d6d0.png
ClickFunnel,ClickFunnels is a website and funnel builder that helps businesses sell their products and services online.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597659842x187474701779851260/ClickFunnel.png
Zoom,Zoom is a video conferencing platform that can be used through a computer desktop or mobile app.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Zoom-d78cb9f7-4c20-445d-87b5-5c057efd267b.png
E-Commerce,E-commerce or electronic commerce is the trading of goods and services on the internet.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/E-Commerce-1b3843b1-d35c-4a17-bc83-9fbdba6ca0a7.png
Xero,"Xero online accounting software for your business connects you to your bank, accountant, bookkeeper, and other business apps.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Xero-fd04742a-0777-44ec-8a96-02e33ecd95f2.png
Bubble+JS (plugin),"You can install plugins from Bubble directory, or build and publish your own. For use in your Bubble projects.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bubble+JS (plugin)-4cd91337-cdb5-4d46-b553-2070ecb73f01.jpg
Azure, Microsoft Azure as a leader in the cloud infrastructure-as-a-service space. ,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Azure-c66012b0-aa9c-4493-91ac-e5ed86da95bd.png
Divi (WordPress plugin),It's a completely new website building platform that replaces the standard WordPress,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Divi (WordPress plugin)-39b21bfc-f6a2-4ec2-862a-d3556259a4cc.png
WooCommerce,"WooCommerce is a customizable, open-source eCommerce platform built on WordPress.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/WooCommerce-dce16724-0554-4432-9893-9eeaf12273fd.png
Bentobox,"Bentobox is a website builder platform specifically designed for restaurants and food businesses, providing templates and features tailored to their needs.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Bentobox-299b91cc-4277-4f63-9dad-e3e4349d1ae4.png
Flutter,"Flutter is Google's portable UI toolkit for crafting beautiful, natively compiled applications for mobile, web, and desktop from a single codebase.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Flutter-377cd11e-34e0-41b2-90ed-65e968c239d8.jpg
Unstack,"Built for marketing and business people and powered by industry-leading performance, A/B testing, visual editing, and personalization.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Unstack-45f23449-1234-4ddc-bc42-2c9806d15e41.jpg
Sanity Headless CMS,Sanity is a headless content management system (CMS) that allows developers to build customized content workflows and integrate with various front-end frameworks.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Sanity Headless CMS-367a51a0-5c23-4e69-9086-479a9a5feb44.png
Fathom Analytics,Fathom Analytics is a great Google Analytics alternative because it is focused on protecting visitors' privacy.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Fathom Analytics-ce498a86-128e-4296-b68c-c9c35cf365cd.png
Plaid,Plaid is a financial technology company that offers an API platform for developers to connect with users' bank accounts and access financial data securely.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Plaid-f15f2838-8b02-41a2-809e-edbc17b83497.png
Contentful,"Contentful is a headless content management platform that enables users to create, manage, and deliver content to various digital channels.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Contentful-6c20fba3-2c14-4175-a37a-627b9ecbd0c3.png
Apache POI,"Apache POI (Poor Obfuscation Implementation) is a Java library for reading and writing Microsoft Office file formats, including Excel, Word, and PowerPoint.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Apache POI-f678734a-0d87-41a3-aa47-4894fa3e68e2.png
Selenium,Primarily it is for automating web applications for testing purposes but is certainly not limited to just that.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Selenium-c36a84f7-acd5-4056-93cf-aa03a465c52d.png
WebinarJam,"WebinarJam is a webinar hosting platform that allows users to create and host live webinars, engage with attendees, and conduct online presentations.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/WebinarJam-4c63f38d-c29d-4282-a2be-931f6111f403.png
GodaddyWebsiteBuilder,Create a website that demands a second look and get found online with marketing tools that put your business in all the right places.,https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597636348x415876765270748500/GodaddyWebsiteBuilder%20.png
Amplitude,"Amplitude is a product analytics platform that helps businesses understand user behavior, track key metrics, and optimize their products and user experiences.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Amplitude-7d14a810-5921-42d2-a746-ab73e6c39ec6.png
PandaDoc,"Create, manage and e-Sign docs with ease. PandaDoc #1 for proposals, quotes and contract management.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/PandaDoc-3499f835-fa64-4d8e-9374-f7b9f2f9f467.png
Search Console,"Search Console, also known as Google Search Console, is a web service provided by Google that allows webmasters to monitor and optimize the visibility of their websites in Google search results.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Search Console-52b63364-2b5e-4cb7-9254-5a61c3ba6a8b.png
Copywriting,"Copywriting is the act or occupation of writing text for the purpose of advertising or other forms of marketing. The product, called copy or sales copy, is written content that aims to increase brand awareness and ultimately persuade a person or group to take a particular action.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Copywriting-aeb768d1-3aaf-4014-89dc-f620982ac386.png
Ecwid,"Ecwid is an e-commerce platform that enables businesses to create and manage online stores, sell products, and process payments.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Ecwid-aef3da96-16b7-4566-8e7c-1a5d86f29cc9.png
DocuSign,DocuSign is a digital transaction management platform that provides electronic signature services and document workflow automation.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/DocuSign-8ed183e2-0bdc-484a-9476-aa04465afcde.png
QA,A quality assurance personnel is responsible for ensuring that products and services meet the established standards set by the company.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/QA-302b6821-2779-492a-a52b-3e7753e00382.png
Phantombuster,Generate leads from all major networks & websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Phantombuster-3e31cffd-8baa-4c50-8cf6-731e1457994b.png
Nginx,"Nginx is a high-performance web server and reverse proxy server known for its scalability, speed, and efficient handling of concurrent connections.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Nginx-4a4911cd-10e1-4700-bc6e-b428ae88b8b1.png
Git,Back-end developers are the experts who build and maintain the mechanisms that process data and perform actions on websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Git-33f798b9-9048-43b4-9fcc-e999997483ef.png
Node.js,"Node.js is an open-source JavaScript runtime environment that allows developers to run JavaScript on the server-side, enabling server-side scripting and building scalable network applications.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Node.js-6f1222a4-fe78-441c-8c34-b675f93ca93f.png
Lottie Images,Lottie is a library that allows for the integration of high-quality animations and vector graphics in web and mobile applications using JSON files.,
Back-end development,Back-end developers are the experts who build and maintain the mechanisms that process data and perform actions on websites.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Back-end development-6312dd54-649a-42ba-a1e2-8f469a127a72.jpg
Toogle,Time tracking software to boost performance and get paid for every billable minute.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Toogle-3e64779a-cc78-4e16-931d-102088a6d478.png
YouTube,"YouTube is a popular video-sharing platform where users can upload, view, and share videos on various topics and interests.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/YouTube-aba14a17-3490-4a9c-86b8-294a2ba29ee0.jpg
Pipedrive,Pipedrive users close an average of 28% more deals after their first year.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Pipedrive-d16df2e1-681f-41a4-80c8-7dc48ff42507.png
Google Drive,Google Drive is a free cloud-based storage service that enables users to store and access files online.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Drive-9ab01d5c-dded-4d52-b597-9ddfd0799072.png
Google Maps,"Google Maps is a web mapping service that provides detailed maps, satellite imagery, and various features for navigation, geolocation, and finding places of interest.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Google Maps-2a8832fe-b055-4e18-84d8-3b727b69aa15.png
cronapp,The right partnership for developing web and mobile applications with the productivity of low-code and the flexibility of high-code.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/cronapp-94a085fc-fff1-4a76-863d-3b33d960f30c.png
Final Cut Pro,Final Cut Pro is a professional video editing software developed by Apple for macOS. It offers advanced editing tools and features for creating high-quality videos.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Final Cut Pro-b4867f28-b873-43d8-9660-ed68b6b78339.jpg
Other,"""Other"" refers to a platform or category that is not specified or mentioned in the given list. No further information is available.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Other-73e11e91-85c3-432d-9e9c-157905cb4a9c.png
Mixpanel,Mixpanel is an analytics platform that provides insights into user behaviorand helps businesses track and analyze user interactions with their websites and applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Mixpanel-432155a4-2574-4645-b600-6b7693ed6412.png
Omnigraffle,"With the power to diagram, rapid-prototype, and design, OmniGraffle was made for professionals who need to organize or communicate visually—beautifully.",https://84a044a110ed336e2c868a046cff31a0.cdn.bubble.io/f1683597605679x132104001002774300/Omnigraffle%20.png
Java,Java is a well-known server-side programming language that is often used for constructing web applications.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Java-6cb77c79-000a-41be-a0c5-8e3dd745ab1d.png
Zendesk,"We build software to meet customer needs, set your team up for success, and keep your business in sync.",https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Zendesk-0129abe9-d7df-4ed7-a835-c127beb250a3.png
Twilio,Twilio powers personalized interactions and trusted global communications to connect you with customers.,https://wlnc-bubble-app.s3.us-east-2.amazonaws.com/platforms/Twilio-887ebd44-e83c-4dce-bc88-bc7881264f82.png
